source_id,schema_cols,total_rows,dropped_ambiguous_or_missing_label,valid_label_rows,normal_rows,attack_rows,sampled_rows
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker1/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker1_iec104_only.pcap_Flow.csv,84,534,0,534,0,534,534
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker2/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker2.pcap_Flow.csv,84,21475,0,21475,2604,18871,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker2/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker2_iec104_only.pcap_Flow.csv,84,526,0,526,0,526,526
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker3/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker3.pcap_Flow.csv,84,21980,0,21980,2604,19376,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker3/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker3_iec104_only.pcap_Flow.csv,84,783,0,783,0,783,783
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver1/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver1.pcap_Flow.csv,84,28399,0,28399,27865,534,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver1/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver1_iec104_only.pcap_Flow.csv,84,387,0,387,120,267,387
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver2/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver2.pcap_Flow.csv,84,27825,0,27825,27291,534,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver2/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver2_iec104_only.pcap_Flow.csv,84,387,0,387,120,267,387
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver3/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver3.pcap_Flow.csv,84,27548,0,27548,27022,526,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver3/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver3_iec104_only.pcap_Flow.csv,84,351,0,351,88,263,351
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver4/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver4.pcap_Flow.csv,84,28238,0,28238,27712,526,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver4/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver4_iec104_only.pcap_Flow.csv,84,382,0,382,119,263,382
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver5/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver5.pcap_Flow.csv,84,28271,0,28271,27757,514,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver5/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver5_iec104_only.pcap_Flow.csv,84,378,0,378,121,257,378
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver6/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver6.pcap_Flow.csv,84,28347,0,28347,27821,526,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver6/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver6_iec104_only.pcap_Flow.csv,84,389,0,389,120,269,389
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver7/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver7.pcap_Flow.csv,84,27855,0,27855,27341,514,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver7/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_iecserver7_iec104_only.pcap_Flow.csv,84,376,0,376,119,257,376
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_qtester/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_qtester.pcap_Flow.csv,84,28167,0,28167,28167,0,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_qtester/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_qtester_iec104_only.pcap_Flow.csv,84,839,0,839,839,0,839
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker1.pcap_Flow.csv,84,26234,0,26234,3188,23046,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker1_iec104_only.pcap_Flow.csv,84,399,0,399,0,399,399
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker2/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker2.pcap_Flow.csv,84,26246,0,26246,3188,23058,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker2/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker2_iec104_only.pcap_Flow.csv,84,410,0,410,0,410,410
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker3/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker3.pcap_Flow.csv,84,26536,0,26536,3188,23348,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker3/20200605_UOWM_IEC104_Dataset_c_rd_na_1_attacker3_iec104_only.pcap_Flow.csv,84,551,0,551,0,551,551
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver1.pcap_Flow.csv,84,34842,0,34842,34445,397,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver1_iec104_only.pcap_Flow.csv,84,346,0,346,147,199,346
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver2/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver2.pcap_Flow.csv,84,34507,0,34507,34109,398,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver2/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver2_iec104_only.pcap_Flow.csv,84,347,0,347,147,200,347
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver3/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver3.pcap_Flow.csv,84,35395,0,35395,34991,404,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver3/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver3_iec104_only.pcap_Flow.csv,84,353,0,353,148,205,353
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver4/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver4.pcap_Flow.csv,84,35241,0,35241,34838,403,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver4/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver4_iec104_only.pcap_Flow.csv,84,352,0,352,147,205,352
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver5/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver5.pcap_Flow.csv,84,34664,0,34664,34298,366,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver5/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver5_iec104_only.pcap_Flow.csv,84,324,0,324,141,183,324
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver6/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver6.pcap_Flow.csv,84,34697,0,34697,34330,367,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver6/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver6_iec104_only.pcap_Flow.csv,84,332,0,332,147,185,332
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver7/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver7.pcap_Flow.csv,84,34375,0,34375,34009,366,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver7/20200605_UOWM_IEC104_Dataset_c_rd_na_1_iecserver7_iec104_only.pcap_Flow.csv,84,330,0,330,147,183,330
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_qtester/20200605_UOWM_IEC104_Dataset_c_rd_na_1_qtester.pcap_Flow.csv,84,34966,0,34966,34966,0,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_qtester/20200605_UOWM_IEC104_Dataset_c_rd_na_1_qtester_iec104_only.pcap_Flow.csv,84,1030,0,1030,1030,0,1030
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker1.pcap_Flow.csv,84,27080,0,27080,3219,23861,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker1_iec104_only.pcap_Flow.csv,84,690,0,690,0,690,690
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker2/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker2.pcap_Flow.csv,84,27143,0,27143,3219,23924,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker2/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker2_iec104_only.pcap_Flow.csv,84,724,0,724,0,724,724
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker3/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker3.pcap_Flow.csv,84,27796,0,27796,3219,24577,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker3/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_attacker3_iec104_only.pcap_Flow.csv,84,1056,0,1056,0,1056,1056
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver1.pcap_Flow.csv,84,35513,0,35513,34808,705,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver1/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver1_iec104_only.pcap_Flow.csv,84,499,0,499,146,353,499
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver2/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver2.pcap_Flow.csv,84,35499,0,35499,34793,706,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver2/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver2_iec104_only.pcap_Flow.csv,84,347,0,347,1,346,347
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver3/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver3.pcap_Flow.csv,84,36127,0,36127,35403,724,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver3/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver3_iec104_only.pcap_Flow.csv,84,462,0,462,100,362,462
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver4/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver4.pcap_Flow.csv,84,35825,0,35825,35101,724,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver4/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver4_iec104_only.pcap_Flow.csv,84,430,0,430,71,359,430
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver5/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver5.pcap_Flow.csv,84,35370,0,35370,34666,704,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver5/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver5_iec104_only.pcap_Flow.csv,84,346,0,346,1,345,346
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver6/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver6.pcap_Flow.csv,84,35434,0,35434,34730,704,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver6/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver6_iec104_only.pcap_Flow.csv,84,499,0,499,147,352,499
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver7/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver7.pcap_Flow.csv,84,35674,0,35674,34971,703,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver7/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_iecserver7_iec104_only.pcap_Flow.csv,84,425,0,425,74,351,425
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_qtester/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_qtester.pcap_Flow.csv,84,35234,0,35234,35234,0,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS.7z::20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_qtester/20200605_UOWM_IEC104_Dataset_c_rd_na_1_DoS_qtester_iec104_only.pcap_Flow.csv,84,1023,0,1023,1023,0,1023
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker1.pcap_Flow.csv,84,25122,0,25122,3025,22097,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker1_iec104_only.pcap_Flow.csv,84,414,0,414,0,414,414
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker2/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker2.pcap_Flow.csv,84,25148,0,25148,3025,22123,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker2/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker2_iec104_only.pcap_Flow.csv,84,423,0,423,0,423,423
